[Tue Oct 02 19:59:23.898225 2018] [php7:error] [pid 14761] [client 127.0.0.1:48288] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 19:59:25.232279 2018] [php7:error] [pid 14762] [client 127.0.0.1:48292] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:06:35.589394 2018] [php7:error] [pid 11631] [client 127.0.0.1:51990] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1045] Access denied for user 'morty'@'localhost' (using password: YES) in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'morty', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'morty', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.193606 2018] [php7:error] [pid 11635] [client 127.0.0.1:51996] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.703763 2018] [php7:error] [pid 11634] [client 127.0.0.1:51998] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:28.885450 2018] [php7:error] [pid 11631] [client 127.0.0.1:52000] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:07:29.616453 2018] [php7:error] [pid 11780] [client 127.0.0.1:52002] PHP Fatal error:  Uncaught PDOException: SQLSTATE[HY000] [1049] Unknown database 'test' in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php(20): PDO->__construct('mysql:host=loca...', 'adam', 'Adrog_2016')\n#1 /home/adam/git/oop/src/Site/Parameters/Settings.php(16): Src\\Admin\\Parameters\\AdminSettings->setDatabase('PDO', 'localhost', 'test', 'adam', 'Adrog_2016')\n#2 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#3 {main}\n  thrown in /home/adam/git/oop/src/Admin/Parameters/AdminSettings.php on line 20
[Tue Oct 02 22:38:25.495497 2018] [php7:notice] [pid 11633] [client 127.0.0.1:52272] PHP Notice:  Undefined variable: adminController in /home/adam/git/oop/src/Site/Routing/Routes.php on line 12
[Tue Oct 02 22:57:49.967948 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52442] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 22:57:49.988859 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52442] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 22:57:49.988909 2018] [php7:notice] [pid 11780] [client 127.0.0.1:52442] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21, referer: http://oop.local/admin
[Tue Oct 02 23:00:41.966355 2018] [php7:error] [pid 11633] [client 127.0.0.1:52464] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:00:47.070839 2018] [php7:error] [pid 11635] [client 127.0.0.1:52466] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20, referer: http://oop.local/hello
[Tue Oct 02 23:00:48.830198 2018] [php7:error] [pid 11632] [client 127.0.0.1:52468] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:00:51.089127 2018] [php7:error] [pid 11634] [client 127.0.0.1:52472] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:00:57.110155 2018] [php7:error] [pid 11631] [client 127.0.0.1:52474] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:04:33.885551 2018] [php7:error] [pid 11633] [client 127.0.0.1:52496] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:04:34.436069 2018] [php7:error] [pid 11635] [client 127.0.0.1:52498] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:04:34.594258 2018] [php7:error] [pid 11632] [client 127.0.0.1:52500] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:04:34.794439 2018] [php7:error] [pid 11634] [client 127.0.0.1:52502] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:20\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 20
[Tue Oct 02 23:05:18.103459 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52512] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:05:18.103519 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52512] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:05:18.123645 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52512] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:05:18.123685 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52512] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:31.953614 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:31.953666 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:31.972924 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:31.972960 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:32.848471 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:32.848505 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:32.867825 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:32.867856 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.328108 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.328176 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.353459 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.353496 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.578668 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.578720 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.599101 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.599168 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.783708 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.783749 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.800416 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.800451 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.963147 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.963225 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:33.981361 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:33.981400 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:34.984563 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:34.984610 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:35.005268 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:35.005308 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:35.347090 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:35.347133 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:09:35.370020 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:09:35.370059 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52524] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:21.562897 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:21.562953 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:21.583643 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:21.583679 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:22.238644 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:22.238685 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:22.254701 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:22.254733 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:22.471666 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:22.471702 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:22.489749 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:22.489781 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:22.791546 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:22.791582 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:10:22.809232 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:10:22.809263 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52534] PHP Notice:  Array to string conversion in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:11:14.760716 2018] [php7:error] [pid 11633] [client 127.0.0.1:52550] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:21\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:11:15.831650 2018] [php7:error] [pid 11635] [client 127.0.0.1:52552] PHP Fatal error:  Uncaught Error: Cannot use object of type Src\\Site\\Routing\\Routes as array in /home/adam/git/oop/src/Site/Routing/Routes.php:21\nStack trace:\n#0 /home/adam/git/oop/src/Site/Parameters/Settings.php(21): Src\\Site\\Routing\\Routes->getAllRoutes()\n#1 /home/adam/git/oop/webmain/index.php(4): include('/home/adam/git/...')\n#2 {main}\n  thrown in /home/adam/git/oop/src/Site/Routing/Routes.php on line 21
[Tue Oct 02 23:12:02.911681 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52570] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:12:02.911745 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52570] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:12:02.911765 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52570] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:12:02.933931 2018] [php7:notice] [pid 11783] [client 127.0.0.1:52570] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:12:02.933973 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52570] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:12:02.933988 2018] [php7:warn] [pid 11783] [client 127.0.0.1:52570] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:12:30.959330 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52576] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:12:30.959369 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52576] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:12:30.959383 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52576] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:12:30.976181 2018] [php7:notice] [pid 11635] [client 127.0.0.1:52576] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:12:30.976213 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52576] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:12:30.976229 2018] [php7:warn] [pid 11635] [client 127.0.0.1:52576] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:13:02.768906 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52586] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:13:02.768966 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:13:02.768987 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:13:02.786812 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52586] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:13:02.786844 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:13:02.786858 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:13:03.478198 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52586] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:13:03.478245 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:13:03.478262 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22
[Tue Oct 02 23:13:03.496877 2018] [php7:notice] [pid 11634] [client 127.0.0.1:52586] PHP Notice:  Undefined index: url in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:13:03.496922 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
[Tue Oct 02 23:13:03.496935 2018] [php7:warn] [pid 11634] [client 127.0.0.1:52586] PHP Warning:  Illegal string offset 'url' in /home/adam/git/oop/src/Site/Routing/Routes.php on line 22, referer: http://oop.local/admin
